"Cell_type"	"Gene"	"source"
"2679"	"t_cells_follicular_helper"	"PVRIG"	"Newman_2015"
"2680"	"t_cells_follicular_helper"	"RGS1"	"Newman_2015"
"2681"	"t_cells_follicular_helper"	"RPL3P7"	"Newman_2015"
"2682"	"t_cells_follicular_helper"	"SH2D1A"	"Newman_2015"
"2683"	"t_cells_follicular_helper"	"SIK1"	"Newman_2015"
"2684"	"t_cells_follicular_helper"	"SIRPG"	"Newman_2015"
"2685"	"t_cells_follicular_helper"	"SLC7A10"	"Newman_2015"
"2686"	"t_cells_follicular_helper"	"ST8SIA1"	"Newman_2015"
"2687"	"t_cells_follicular_helper"	"TCF7"	"Newman_2015"
"2688"	"t_cells_follicular_helper"	"TNFRSF4"	"Newman_2015"
"2689"	"t_cells_follicular_helper"	"TRAC"	"Newman_2015"
"2690"	"t_cells_follicular_helper"	"TRAT1"	"Newman_2015"
"2691"	"t_cells_follicular_helper"	"TRAV13-1"	"Newman_2015"
"2692"	"t_cells_follicular_helper"	"TRAV8-6"	"Newman_2015"
"2693"	"t_cells_follicular_helper"	"TRAV9-2"	"Newman_2015"
"2694"	"t_cells_follicular_helper"	"TRBC1"	"Newman_2015"
"2695"	"t_cells_follicular_helper"	"TRIB2"	"Newman_2015"
"2696"	"t_cells_follicular_helper"	"TSHR"	"Newman_2015"
"2697"	"t_cells_follicular_helper"	"UBASH3A"	"Newman_2015"
"2698"	"t_cells_follicular_helper"	"ZAP70"	"Newman_2015"
"2699"	"t_cells_follicular_helper"	"ZBTB10"	"Newman_2015"
"2700"	"t_cells_gamma_delta"	"BFSP1"	"Newman_2015"
"2701"	"t_cells_gamma_delta"	"BRSK2"	"Newman_2015"
"2702"	"t_cells_gamma_delta"	"CCL5"	"Newman_2015"
"2703"	"t_cells_gamma_delta"	"CCR5"	"Newman_2015"
"2704"	"t_cells_gamma_delta"	"CD160"	"Newman_2015"
"2705"	"t_cells_gamma_delta"	"CD2"	"Newman_2015"
"2706"	"t_cells_gamma_delta"	"CD244"	"Newman_2015"
"2707"	"t_cells_gamma_delta"	"CD247"	"Newman_2015"
"2708"	"t_cells_gamma_delta"	"CD300A"	"Newman_2015"
"2709"	"t_cells_gamma_delta"	"CD3D"	"Newman_2015"
"2710"	"t_cells_gamma_delta"	"CD3G"	"Newman_2015"
"2711"	"t_cells_gamma_delta"	"CD8A"	"Newman_2015"
"2712"	"t_cells_gamma_delta"	"CD8B"	"Newman_2015"
"2713"	"t_cells_gamma_delta"	"CDH12"	"Newman_2015"
"2714"	"t_cells_gamma_delta"	"COLQ"	"Newman_2015"
"2715"	"t_cells_gamma_delta"	"CST7"	"Newman_2015"
"2716"	"t_cells_gamma_delta"	"CXCR6"	"Newman_2015"
"2717"	"t_cells_gamma_delta"	"DUSP2"	"Newman_2015"
"2718"	"t_cells_gamma_delta"	"GFI1"	"Newman_2015"
"2719"	"t_cells_gamma_delta"	"GNLY"	"Newman_2015"
"2720"	"t_cells_gamma_delta"	"GPR171"	"Newman_2015"
"2721"	"t_cells_gamma_delta"	"GPR18"	"Newman_2015"
"2722"	"t_cells_gamma_delta"	"GYPE"	"Newman_2015"
"2723"	"t_cells_gamma_delta"	"GZMA"	"Newman_2015"
"2724"	"t_cells_gamma_delta"	"GZMB"	"Newman_2015"
"2725"	"t_cells_gamma_delta"	"GZMH"	"Newman_2015"
"2726"	"t_cells_gamma_delta"	"GZMK"	"Newman_2015"
"2727"	"t_cells_gamma_delta"	"GZMM"	"Newman_2015"
"2728"	"t_cells_gamma_delta"	"IL18RAP"	"Newman_2015"
"2729"	"t_cells_gamma_delta"	"IL2RB"	"Newman_2015"
"2730"	"t_cells_gamma_delta"	"KLRB1"	"Newman_2015"
"2731"	"t_cells_gamma_delta"	"KLRD1"	"Newman_2015"
"2732"	"t_cells_gamma_delta"	"KLRG1"	"Newman_2015"
"2733"	"t_cells_gamma_delta"	"KLRK1"	"Newman_2015"
"2734"	"t_cells_gamma_delta"	"KRT18P50"	"Newman_2015"
"2735"	"t_cells_gamma_delta"	"LAG3"	"Newman_2015"
"2736"	"t_cells_gamma_delta"	"LAT"	"Newman_2015"
"2737"	"t_cells_gamma_delta"	"LCK"	"Newman_2015"
"2738"	"t_cells_gamma_delta"	"LHCGR"	"Newman_2015"
"2739"	"t_cells_gamma_delta"	"LY9"	"Newman_2015"
"2740"	"t_cells_gamma_delta"	"MAGEA11"	"Newman_2015"
"2741"	"t_cells_gamma_delta"	"MAP4K1"	"Newman_2015"
"2742"	"t_cells_gamma_delta"	"PLEKHG3"	"Newman_2015"
"2743"	"t_cells_gamma_delta"	"PRF1"	"Newman_2015"
"2744"	"t_cells_gamma_delta"	"PTGDR"	"Newman_2015"
"2745"	"t_cells_gamma_delta"	"PVRIG"	"Newman_2015"
"2746"	"t_cells_gamma_delta"	"SCN9A"	"Newman_2015"
"2747"	"t_cells_gamma_delta"	"SH2D1A"	"Newman_2015"
"2748"	"t_cells_gamma_delta"	"SIRPG"	"Newman_2015"
"2749"	"t_cells_gamma_delta"	"SIT1"	"Newman_2015"
"2750"	"t_cells_gamma_delta"	"SKAP1"	"Newman_2015"
"2751"	"t_cells_gamma_delta"	"TARDBPP1"	"Newman_2015"
"2752"	"t_cells_gamma_delta"	"TCF7"	"Newman_2015"
"2753"	"t_cells_gamma_delta"	"TRBC1"	"Newman_2015"
"2754"	"t_cells_gamma_delta"	"TRDC"	"Newman_2015"
"2755"	"t_cells_gamma_delta"	"UBASH3A"	"Newman_2015"
"2756"	"t_cells_gamma_delta"	"VNN2"	"Newman_2015"
"2757"	"t_cells_gamma_delta"	"ZNF442"	"Newman_2015"
"2758"	"t_cells_regulatory_tregs"	"BARX2"	"Newman_2015"
"2759"	"t_cells_regulatory_tregs"	"BCL11B"	"Newman_2015"
"2760"	"t_cells_regulatory_tregs"	"CD2"	"Newman_2015"
"2761"	"t_cells_regulatory_tregs"	"CD247"	"Newman_2015"
"2762"	"t_cells_regulatory_tregs"	"CD27"	"Newman_2015"
"2763"	"t_cells_regulatory_tregs"	"CD28"	"Newman_2015"
"2764"	"t_cells_regulatory_tregs"	"CD3D"	"Newman_2015"
"2765"	"t_cells_regulatory_tregs"	"CD3E"	"Newman_2015"
"2766"	"t_cells_regulatory_tregs"	"CD3G"	"Newman_2015"
"2767"	"t_cells_regulatory_tregs"	"CD4"	"Newman_2015"
"2768"	"t_cells_regulatory_tregs"	"CD5"	"Newman_2015"
"2769"	"t_cells_regulatory_tregs"	"CD6"	"Newman_2015"
"2770"	"t_cells_regulatory_tregs"	"CD70"	"Newman_2015"
"2771"	"t_cells_regulatory_tregs"	"CD96"	"Newman_2015"
"2772"	"t_cells_regulatory_tregs"	"CEMP1"	"Newman_2015"
"2773"	"t_cells_regulatory_tregs"	"CLEC2D"	"Newman_2015"
"2774"	"t_cells_regulatory_tregs"	"CTLA4"	"Newman_2015"
"2775"	"t_cells_regulatory_tregs"	"DGKA"	"Newman_2015"
"2776"	"t_cells_regulatory_tregs"	"DPP4"	"Newman_2015"
"2777"	"t_cells_regulatory_tregs"	"EFNA5"	"Newman_2015"
"2778"	"t_cells_regulatory_tregs"	"FOXP3"	"Newman_2015"
"2779"	"t_cells_regulatory_tregs"	"FRMD8"	"Newman_2015"
"2780"	"t_cells_regulatory_tregs"	"GPR1"	"Newman_2015"
"2781"	"t_cells_regulatory_tregs"	"GPR171"	"Newman_2015"
"2782"	"t_cells_regulatory_tregs"	"GPR19"	"Newman_2015"
"2783"	"t_cells_regulatory_tregs"	"GZMM"	"Newman_2015"
"2784"	"t_cells_regulatory_tregs"	"HIC1"	"Newman_2015"
"2785"	"t_cells_regulatory_tregs"	"HMGB3P30"	"Newman_2015"
"2786"	"t_cells_regulatory_tregs"	"ICOS"	"Newman_2015"
"2787"	"t_cells_regulatory_tregs"	"IL2RA"	"Newman_2015"
"2788"	"t_cells_regulatory_tregs"	"IL2RB"	"Newman_2015"
"2789"	"t_cells_regulatory_tregs"	"ITK"	"Newman_2015"
"2790"	"t_cells_regulatory_tregs"	"KIRREL1"	"Newman_2015"
"2791"	"t_cells_regulatory_tregs"	"LAIR2"	"Newman_2015"
"2792"	"t_cells_regulatory_tregs"	"LCK"	"Newman_2015"
"2793"	"t_cells_regulatory_tregs"	"LILRA4"	"Newman_2015"
"2794"	"t_cells_regulatory_tregs"	"LOC126987"	"Newman_2015"
"2795"	"t_cells_regulatory_tregs"	"LTB"	"Newman_2015"
"2796"	"t_cells_regulatory_tregs"	"MAP4K1"	"Newman_2015"
"2797"	"t_cells_regulatory_tregs"	"MBL2"	"Newman_2015"
"2798"	"t_cells_regulatory_tregs"	"NPAS1"	"Newman_2015"
"2799"	"t_cells_regulatory_tregs"	"NTN3"	"Newman_2015"
"2800"	"t_cells_regulatory_tregs"	"PCDHA5"	"Newman_2015"
"2801"	"t_cells_regulatory_tregs"	"PLCH2"	"Newman_2015"
"2802"	"t_cells_regulatory_tregs"	"PMCH"	"Newman_2015"
"2803"	"t_cells_regulatory_tregs"	"PTGIR"	"Newman_2015"
"2804"	"t_cells_regulatory_tregs"	"PTPRG"	"Newman_2015"
"2805"	"t_cells_regulatory_tregs"	"RCAN3"	"Newman_2015"
"2806"	"t_cells_regulatory_tregs"	"RYR1"	"Newman_2015"
"2807"	"t_cells_regulatory_tregs"	"SEC31B"	"Newman_2015"
"2808"	"t_cells_regulatory_tregs"	"Sep 05"	"Newman_2015"
"2809"	"t_cells_regulatory_tregs"	"SH2D1A"	"Newman_2015"
"2810"	"t_cells_regulatory_tregs"	"SIRPG"	"Newman_2015"
"2811"	"t_cells_regulatory_tregs"	"SIT1"	"Newman_2015"
"2812"	"t_cells_regulatory_tregs"	"SKAP1"	"Newman_2015"
"2813"	"t_cells_regulatory_tregs"	"SPOCK2"	"Newman_2015"
"2814"	"t_cells_regulatory_tregs"	"SSX1"	"Newman_2015"
"2815"	"t_cells_regulatory_tregs"	"TRAC"	"Newman_2015"
"2816"	"t_cells_regulatory_tregs"	"TRAT1"	"Newman_2015"
"2817"	"t_cells_regulatory_tregs"	"TRAV9-2"	"Newman_2015"
"2818"	"t_cells_regulatory_tregs"	"TRBC1"	"Newman_2015"
"2819"	"t_cells_regulatory_tregs"	"TYR"	"Newman_2015"
"2820"	"t_cells_regulatory_tregs"	"UBASH3A"	"Newman_2015"
"2821"	"t_cells_regulatory_tregs"	"ZAP70"	"Newman_2015"
"2822"	"T cells"	"CD28"	"Becht_2016"
"2823"	"T cells"	"CD3D"	"Becht_2016"
"2824"	"T cells"	"CD3G"	"Becht_2016"
"2825"	"T cells"	"CD5"	"Becht_2016"
"2826"	"T cells"	"CD6"	"Becht_2016"
"2827"	"T cells"	"CHRM3-AS2"	"Becht_2016"
"2828"	"T cells"	"CTLA4"	"Becht_2016"
"2829"	"T cells"	"FLT3LG"	"Becht_2016"
"2830"	"T cells"	"ICOS"	"Becht_2016"
"2831"	"T cells"	"MAL"	"Becht_2016"
"2832"	"T cells"	"MGC40069"	"Becht_2016"
"2833"	"T cells"	"PBX4"	"Becht_2016"
"2834"	"T cells"	"SIRPG"	"Becht_2016"
"2835"	"T cells"	"THEMIS"	"Becht_2016"
"2836"	"T cells"	"TNFRSF25"	"Becht_2016"
"2837"	"T cells"	"TRAT1"	"Becht_2016"
"2838"	"CD8 T cells"	"CD8B"	"Becht_2016"
"2839"	"Cytotoxic lymphocytes"	"CD8A"	"Becht_2016"
"2840"	"Cytotoxic lymphocytes"	"EOMES"	"Becht_2016"
"2841"	"Cytotoxic lymphocytes"	"FGFBP2"	"Becht_2016"
"2842"	"Cytotoxic lymphocytes"	"GNLY"	"Becht_2016"
"2843"	"Cytotoxic lymphocytes"	"KLRC3"	"Becht_2016"
"2844"	"Cytotoxic lymphocytes"	"KLRC4"	"Becht_2016"
"2845"	"Cytotoxic lymphocytes"	"KLRD1"	"Becht_2016"
"2846"	"B lineage"	"BANK1"	"Becht_2016"
"2847"	"B lineage"	"CD19"	"Becht_2016"
"2848"	"B lineage"	"CD22"	"Becht_2016"
"2849"	"B lineage"	"CD79A"	"Becht_2016"
"2850"	"B lineage"	"CR2"	"Becht_2016"
"2851"	"B lineage"	"FCRL2"	"Becht_2016"
"2852"	"B lineage"	"IGKC"	"Becht_2016"
"2853"	"B lineage"	"MS4A1"	"Becht_2016"
"2854"	"B lineage"	"PAX5"	"Becht_2016"
"2855"	"NK cells"	"CD160"	"Becht_2016"
"2856"	"NK cells"	"KIR2DL1"	"Becht_2016"
"2857"	"NK cells"	"KIR2DL3"	"Becht_2016"
"2858"	"NK cells"	"KIR2DL4"	"Becht_2016"
"2859"	"NK cells"	"KIR3DL1"	"Becht_2016"
"2860"	"NK cells"	"KIR3DS1"	"Becht_2016"
"2861"	"NK cells"	"NCR1"	"Becht_2016"
"2862"	"NK cells"	"PTGDR"	"Becht_2016"
"2863"	"NK cells"	"SH2D1B"	"Becht_2016"
"2864"	"Monocytic lineage"	"ADAP2"	"Becht_2016"
"2865"	"Monocytic lineage"	"CSF1R"	"Becht_2016"
"2866"	"Monocytic lineage"	"FPR3"	"Becht_2016"
"2867"	"Monocytic lineage"	"KYNU"	"Becht_2016"
"2868"	"Monocytic lineage"	"PLA2G7"	"Becht_2016"
"2869"	"Monocytic lineage"	"RASSF4"	"Becht_2016"
"2870"	"Monocytic lineage"	"TFEC"	"Becht_2016"
"2871"	"Myeloid dendritic cells"	"CD1A"	"Becht_2016"
"2872"	"Myeloid dendritic cells"	"CD1B"	"Becht_2016"
"2873"	"Myeloid dendritic cells"	"CD1E"	"Becht_2016"
"2874"	"Myeloid dendritic cells"	"CLEC10A"	"Becht_2016"
"2875"	"Myeloid dendritic cells"	"CLIC2"	"Becht_2016"
"2876"	"Myeloid dendritic cells"	"WFDC21P"	"Becht_2016"
"2877"	"Neutrophils"	"CA4"	"Becht_2016"
"2878"	"Neutrophils"	"CEACAM3"	"Becht_2016"
"2879"	"Neutrophils"	"CXCR1"	"Becht_2016"
"2880"	"Neutrophils"	"CXCR2"	"Becht_2016"
"2881"	"Neutrophils"	"CYP4F3"	"Becht_2016"
"2882"	"Neutrophils"	"FCGR3B"	"Becht_2016"
"2883"	"Neutrophils"	"HAL"	"Becht_2016"
"2884"	"Neutrophils"	"KCNJ15"	"Becht_2016"
"2885"	"Neutrophils"	"MEGF9"	"Becht_2016"
"2886"	"Neutrophils"	"SLC25A37"	"Becht_2016"
"2887"	"Neutrophils"	"STEAP4"	"Becht_2016"
"2888"	"Neutrophils"	"TECPR2"	"Becht_2016"
"2889"	"Neutrophils"	"TLE3"	"Becht_2016"
"2890"	"Neutrophils"	"TNFRSF10C"	"Becht_2016"
"2891"	"Neutrophils"	"VNN3"	"Becht_2016"
"2892"	"Endothelial cells"	"ACVRL1"	"Becht_2016"
"2893"	"Endothelial cells"	"APLN"	"Becht_2016"
"2894"	"Endothelial cells"	"BCL6B"	"Becht_2016"
"2895"	"Endothelial cells"	"BMP6"	"Becht_2016"
"2896"	"Endothelial cells"	"BMX"	"Becht_2016"
"2897"	"Endothelial cells"	"CDH5"	"Becht_2016"
"2898"	"Endothelial cells"	"CLEC14A"	"Becht_2016"
"2899"	"Endothelial cells"	"DIPK2B"	"Becht_2016"
"2900"	"Endothelial cells"	"EDN1"	"Becht_2016"
"2901"	"Endothelial cells"	"ADGRL4"	"Becht_2016"
"2902"	"Endothelial cells"	"EMCN"	"Becht_2016"
"2903"	"Endothelial cells"	"ESAM"	"Becht_2016"
"2904"	"Endothelial cells"	"ESM1"	"Becht_2016"
"2905"	"Endothelial cells"	"FAM124B"	"Becht_2016"
"2906"	"Endothelial cells"	"HECW2"	"Becht_2016"
"2907"	"Endothelial cells"	"HHIP"	"Becht_2016"
"2908"	"Endothelial cells"	"KDR"	"Becht_2016"
"2909"	"Endothelial cells"	"MMRN1"	"Becht_2016"
"2910"	"Endothelial cells"	"MMRN2"	"Becht_2016"
"2911"	"Endothelial cells"	"MYCT1"	"Becht_2016"
"2912"	"Endothelial cells"	"PALMD"	"Becht_2016"
"2913"	"Endothelial cells"	"PEAR1"	"Becht_2016"
"2914"	"Endothelial cells"	"PGF"	"Becht_2016"
"2915"	"Endothelial cells"	"PLXNA2"	"Becht_2016"
"2916"	"Endothelial cells"	"PTPRB"	"Becht_2016"
"2917"	"Endothelial cells"	"ROBO4"	"Becht_2016"
"2918"	"Endothelial cells"	"C"	"Becht_2016"
"2919"	"Endothelial cells"	"SHANK3"	"Becht_2016"
"2920"	"Endothelial cells"	"SHE"	"Becht_2016"
"2921"	"Endothelial cells"	"TEK"	"Becht_2016"
"2922"	"Endothelial cells"	"TIE1"	"Becht_2016"
"2923"	"Endothelial cells"	"VEPH1"	"Becht_2016"
"2924"	"Endothelial cells"	"VWF"	"Becht_2016"
"2925"	"Fibroblasts"	"COL1A1"	"Becht_2016"
"2926"	"Fibroblasts"	"COL3A1"	"Becht_2016"
"2927"	"Fibroblasts"	"COL6A1"	"Becht_2016"
"2928"	"Fibroblasts"	"COL6A2"	"Becht_2016"
"2929"	"Fibroblasts"	"DCN"	"Becht_2016"
"2930"	"Fibroblasts"	"GREM1"	"Becht_2016"
"2931"	"Fibroblasts"	"PAMR1"	"Becht_2016"
"2932"	"Fibroblasts"	"TAGLN"	"Becht_2016"
"2933"	"B-cells"	"CD180"	"Charoentong_2017"
"2934"	"B-cells"	"CD79B"	"Charoentong_2017"
"2935"	"B-cells"	"BLK"	"Charoentong_2017"
"2936"	"B-cells"	"CD19"	"Charoentong_2017"
"2937"	"B-cells"	"MS4A1"	"Charoentong_2017"
"2938"	"B-cells"	"TNFRSF17"	"Charoentong_2017"
"2939"	"B-cells"	"IGHM"	"Charoentong_2017"
"2940"	"B-cells"	"GNG7"	"Charoentong_2017"
"2941"	"B-cells"	"MICAL3"	"Charoentong_2017"
"2942"	"B-cells"	"SPIB"	"Charoentong_2017"
"2943"	"B-cells"	"HLA-DOB"	"Charoentong_2017"
"2944"	"B-cells"	"IGKC"	"Charoentong_2017"
"2945"	"B-cells"	"PNOC"	"Charoentong_2017"
"2946"	"B-cells"	"FCRL2"	"Charoentong_2017"
"2947"	"B-cells"	"BACH2"	"Charoentong_2017"
"2948"	"B-cells"	"CR2"	"Charoentong_2017"
"2949"	"B-cells"	"TCL1A"	"Charoentong_2017"
"2950"	"B-cells"	"AKNA"	"Charoentong_2017"
"2951"	"B-cells"	"ARHGAP25"	"Charoentong_2017"
"2952"	"B-cells"	"CCL21"	"Charoentong_2017"
"2953"	"B-cells"	"CD27"	"Charoentong_2017"
"2954"	"B-cells"	"CD38"	"Charoentong_2017"
"2955"	"B-cells"	"CLEC17A"	"Charoentong_2017"
"2956"	"B-cells"	"CLEC9A"	"Charoentong_2017"
"2957"	"B-cells"	"CLECL1"	"Charoentong_2017"
"2958"	"CD4+ T-cells"	"AIM2"	"Charoentong_2017"
"2959"	"CD4+ T-cells"	"BIRC3"	"Charoentong_2017"
"2960"	"CD4+ T-cells"	"BRIP1"	"Charoentong_2017"
"2961"	"CD4+ T-cells"	"CCL20"	"Charoentong_2017"
"2962"	"CD4+ T-cells"	"CCL4"	"Charoentong_2017"
"2963"	"CD4+ T-cells"	"CCL5"	"Charoentong_2017"
"2964"	"CD4+ T-cells"	"CCNB1"	"Charoentong_2017"
"2965"	"CD4+ T-cells"	"CCR7"	"Charoentong_2017"
"2966"	"CD4+ T-cells"	"DUSP2"	"Charoentong_2017"
"2967"	"CD4+ T-cells"	"ESCO2"	"Charoentong_2017"
"2968"	"CD4+ T-cells"	"ETS1"	"Charoentong_2017"
"2969"	"CD4+ T-cells"	"EXO1"	"Charoentong_2017"
"2970"	"CD4+ T-cells"	"EXOC6"	"Charoentong_2017"
"2971"	"CD4+ T-cells"	"IARS"	"Charoentong_2017"
"2972"	"CD4+ T-cells"	"ITK"	"Charoentong_2017"
"2973"	"CD4+ T-cells"	"KIF11"	"Charoentong_2017"
"2974"	"CD4+ T-cells"	"KNTC1"	"Charoentong_2017"
"2975"	"CD4+ T-cells"	"NUF2"	"Charoentong_2017"
"2976"	"CD4+ T-cells"	"PRC1"	"Charoentong_2017"
"2977"	"CD4+ T-cells"	"PSAT1"	"Charoentong_2017"
"2978"	"CD4+ T-cells"	"RGS1"	"Charoentong_2017"
"2979"	"CD4+ T-cells"	"RTKN2"	"Charoentong_2017"
"2980"	"CD4+ T-cells"	"SAMSN1"	"Charoentong_2017"
"2981"	"CD4+ T-cells"	"SELL"	"Charoentong_2017"
"2982"	"CD4+ T-cells"	"TRAT1"	"Charoentong_2017"
"2983"	"CD4+ Tcm"	"ABHD3"	"Charoentong_2017"
"2984"	"CD4+ Tcm"	"AHNAK"	"Charoentong_2017"
"2985"	"CD4+ Tcm"	"ANXA2P2"	"Charoentong_2017"
"2986"	"CD4+ Tcm"	"AQP3"	"Charoentong_2017"
"2987"	"CD4+ Tcm"	"ATHL1"	"Charoentong_2017"
"2988"	"CD4+ Tcm"	"BMI1"	"Charoentong_2017"
"2989"	"CD4+ Tcm"	"BZW2"	"Charoentong_2017"
"2990"	"CD4+ Tcm"	"CD63"	"Charoentong_2017"
"2991"	"CD4+ Tcm"	"COL4A1"	"Charoentong_2017"
"2992"	"CD4+ Tcm"	"CYLD"	"Charoentong_2017"
"2993"	"CD4+ Tcm"	"ELMO2"	"Charoentong_2017"
"2994"	"CD4+ Tcm"	"FYN"	"Charoentong_2017"
"2995"	"CD4+ Tcm"	"GLIPR1"	"Charoentong_2017"
"2996"	"CD4+ Tcm"	"GSS"	"Charoentong_2017"
"2997"	"CD4+ Tcm"	"IFITM2"	"Charoentong_2017"
"2998"	"CD4+ Tcm"	"ITGB1"	"Charoentong_2017"
"2999"	"CD4+ Tcm"	"ITGB2"	"Charoentong_2017"
"3000"	"CD4+ Tcm"	"KLF5"	"Charoentong_2017"
"3001"	"CD4+ Tcm"	"LSP1"	"Charoentong_2017"
"3002"	"CD4+ Tcm"	"NDUFB9"	"Charoentong_2017"
"3003"	"CD4+ Tcm"	"PKM2"	"Charoentong_2017"
"3004"	"CD4+ Tcm"	"SFXN3"	"Charoentong_2017"
"3005"	"CD4+ Tcm"	"SIRPG"	"Charoentong_2017"
"3006"	"CD4+ Tcm"	"SMAD4"	"Charoentong_2017"
"3007"	"CD4+ Tcm"	"STX4"	"Charoentong_2017"
"3008"	"CD4+ Tcm"	"TRADD"	"Charoentong_2017"
"3009"	"CD4+ Tcm"	"VIM"	"Charoentong_2017"
"3010"	"CD4+ Tcm"	"XRCC6"	"Charoentong_2017"
"3011"	"CD4+ Tem"	"ATM"	"Charoentong_2017"
"3012"	"CD4+ Tem"	"CASP3"	"Charoentong_2017"
"3013"	"CD4+ Tem"	"CASQ1"	"Charoentong_2017"
"3014"	"CD4+ Tem"	"CD300E"	"Charoentong_2017"
"3015"	"CD4+ Tem"	"DARS"	"Charoentong_2017"
"3016"	"CD4+ Tem"	"DOCK9"	"Charoentong_2017"
"3017"	"CD4+ Tem"	"EXOSC9"	"Charoentong_2017"
"3018"	"CD4+ Tem"	"EZH2"	"Charoentong_2017"
"3019"	"CD4+ Tem"	"GDE1"	"Charoentong_2017"
"3020"	"CD4+ Tem"	"IL34"	"Charoentong_2017"
"3021"	"CD4+ Tem"	"NCOA4"	"Charoentong_2017"
"3022"	"CD4+ Tem"	"NEFL"	"Charoentong_2017"
"3023"	"CD4+ Tem"	"PDGFRL"	"Charoentong_2017"
"3024"	"CD4+ Tem"	"PTGS1"	"Charoentong_2017"
"3025"	"CD4+ Tem"	"REPS1"	"Charoentong_2017"
"3026"	"CD4+ Tem"	"SCG2"	"Charoentong_2017"
"3027"	"CD4+ Tem"	"SDPR"	"Charoentong_2017"
"3028"	"CD4+ Tem"	"SIGLEC14"	"Charoentong_2017"
"3029"	"CD4+ Tem"	"SIGLEC6"	"Charoentong_2017"
"3030"	"CD4+ Tem"	"TAL1"	"Charoentong_2017"
"3031"	"CD4+ Tem"	"TFEC"	"Charoentong_2017"
"3032"	"CD4+ Tem"	"TIPIN"	"Charoentong_2017"
"3033"	"CD4+ Tem"	"TPK1"	"Charoentong_2017"
"3034"	"CD4+ Tem"	"UQCRB"	"Charoentong_2017"
"3035"	"CD4+ Tem"	"USP9Y"	"Charoentong_2017"
"3036"	"CD4+ Tem"	"WIPF1"	"Charoentong_2017"
"3037"	"CD4+ Tem"	"ZCRB1"	"Charoentong_2017"
"3038"	"CD8+ T-cells"	"ADRM1"	"Charoentong_2017"
"3039"	"CD8+ T-cells"	"AHSA1"	"Charoentong_2017"
"3040"	"CD8+ T-cells"	"C1GALT1C1"	"Charoentong_2017"
"3041"	"CD8+ T-cells"	"CCT6B"	"Charoentong_2017"
"3042"	"CD8+ T-cells"	"CD37"	"Charoentong_2017"
"3043"	"CD8+ T-cells"	"CD3D"	"Charoentong_2017"
"3044"	"CD8+ T-cells"	"CD3E"	"Charoentong_2017"
"3045"	"CD8+ T-cells"	"CD3G"	"Charoentong_2017"
"3046"	"CD8+ T-cells"	"CD69"	"Charoentong_2017"
"3047"	"CD8+ T-cells"	"CD8A"	"Charoentong_2017"
"3048"	"CD8+ T-cells"	"CETN3"	"Charoentong_2017"
"3049"	"CD8+ T-cells"	"CSE1L"	"Charoentong_2017"
"3050"	"CD8+ T-cells"	"GEMIN6"	"Charoentong_2017"
"3051"	"CD8+ T-cells"	"GNLY"	"Charoentong_2017"
"3052"	"CD8+ T-cells"	"GPT2"	"Charoentong_2017"
"3053"	"CD8+ T-cells"	"GZMA"	"Charoentong_2017"
"3054"	"CD8+ T-cells"	"GZMH"	"Charoentong_2017"
"3055"	"CD8+ T-cells"	"GZMK"	"Charoentong_2017"
"3056"	"CD8+ T-cells"	"IL2RB"	"Charoentong_2017"
"3057"	"CD8+ T-cells"	"LCK"	"Charoentong_2017"
"3058"	"CD8+ T-cells"	"MPZL1"	"Charoentong_2017"
"3059"	"CD8+ T-cells"	"NKG7"	"Charoentong_2017"
"3060"	"CD8+ T-cells"	"PIK3IP1"	"Charoentong_2017"
"3061"	"CD8+ T-cells"	"PTRH2"	"Charoentong_2017"
"3062"	"CD8+ T-cells"	"TIMM13"	"Charoentong_2017"
"3063"	"CD8+ T-cells"	"ZAP70"	"Charoentong_2017"
"3064"	"CD8+ Tcm"	"ACTN4"	"Charoentong_2017"
"3065"	"CD8+ Tcm"	"ADAM12"	"Charoentong_2017"
"3066"	"CD8+ Tcm"	"ADCY9"	"Charoentong_2017"
"3067"	"CD8+ Tcm"	"F13A1"	"Charoentong_2017"
"3068"	"CD8+ Tcm"	"FCER1G"	"Charoentong_2017"
"3069"	"CD8+ Tcm"	"FCGR3B"	"Charoentong_2017"
"3070"	"CD8+ Tcm"	"FGF7"	"Charoentong_2017"
"3071"	"CD8+ Tcm"	"FKBP4"	"Charoentong_2017"
"3072"	"CD8+ Tcm"	"GLUD1"	"Charoentong_2017"
"3073"	"CD8+ Tcm"	"GM2A"	"Charoentong_2017"
"3074"	"CD8+ Tcm"	"GUSB"	"Charoentong_2017"
"3075"	"CD8+ Tcm"	"IL1RN"	"Charoentong_2017"
"3076"	"CD8+ Tcm"	"NOL11"	"Charoentong_2017"
"3077"	"CD8+ Tcm"	"NTRK1"	"Charoentong_2017"
"3078"	"CD8+ Tcm"	"RARA"	"Charoentong_2017"
"3079"	"CD8+ Tcm"	"RNF128"	"Charoentong_2017"
"3080"	"CD8+ Tcm"	"SIGLEC1"	"Charoentong_2017"
"3081"	"CD8+ Tcm"	"TNFRSF11A"	"Charoentong_2017"
"3082"	"CD8+ Tcm"	"TOX4"	"Charoentong_2017"
"3083"	"CD8+ Tcm"	"UBA52"	"Charoentong_2017"
"3084"	"CD8+ Tcm"	"ULBP1"	"Charoentong_2017"
"3085"	"CD8+ Tem"	"ACAP1"	"Charoentong_2017"
